Date,P1_QQQ_vs_IWM_Cumulative_Growth,P2_SPY_vs_IWM_Cumulative_Growth,P3_Long_QQQ_Cumulative_Growth,P4_Long_SPY_Cumulative_Growth,P5_Long_IWM_Cumulative_Growth
2023-05-26,159.38,145.24,104.26,99.96,78.09
2023-05-30,161.02,146.06,104.73,100.0,77.8
2023-05-31,161.86,146.94,104.13,99.45,77.03
2023-06-01,162.02,146.68,105.34,100.39,77.86
2023-06-02,156.26,142.32,106.13,101.85,80.69
2023-06-05,159.08,144.62,106.21,101.66,79.61
2023-06-06,153.78,139.8,106.19,101.88,81.7
2023-06-07,147.2,135.92,104.38,101.52,83.0
2023-06-08,150.42,137.86,105.68,102.13,82.7
2023-06-09,152.8,139.84,106.08,102.32,82.03
2023-06-12,155.34,140.82,107.87,103.25,82.37
2023-06-13,154.58,139.84,108.7,103.93,83.32
2023-06-14,158.18,142.22,109.49,104.05,82.43
2023-06-15,158.92,143.06,110.8,105.34,83.1
2023-06-16,159.26,143.24,110.1,104.6,82.44
2023-06-20,159.58,143.08,109.79,104.05,82.07
2023-06-21,157.32,142.52,108.3,103.52,81.89
2023-06-22,161.16,144.72,109.57,103.89,81.28
2023-06-23,162.2,146.22,108.49,103.11,80.05
2023-06-26,159.32,145.2,107.04,102.68,80.13
2023-06-27,159.88,144.52,108.88,103.81,81.29
2023-06-28,159.3,143.64,109.1,103.86,81.68
2023-06-29,156.6,142.12,108.88,104.27,82.62
2023-06-30,158.72,143.52,110.55,105.5,83.02
2023-07-03,158.8,143.36,110.82,105.63,83.19
2023-07-05,160.8,145.06,110.82,105.47,82.35
2023-07-06,162.5,146.72,109.98,104.64,81.03
2023-07-07,159.72,144.1,109.61,104.38,81.89
2023-07-10,156.36,141.18,109.65,104.64,83.29
2023-07-11,155.28,140.4,110.18,105.31,84.15
2023-07-12,155.62,139.82,111.57,106.16,85.06
2023-07-13,157.4,139.78,113.47,107.0,85.75
2023-07-14,159.32,141.62,113.45,106.93,84.91
2023-07-17,159.04,140.18,114.5,107.31,85.82
2023-07-18,158.22,139.2,115.44,108.1,86.88
2023-07-19,157.34,138.8,115.42,108.34,87.24
2023-07-20,154.46,139.22,112.75,107.62,86.48
2023-07-21,154.5,139.86,112.41,107.62,86.2
2023-07-24,154.32,140.26,112.59,108.11,86.42
2023-07-25,155.7,140.82,113.36,108.4,86.41
2023-07-26,153.46,139.28,112.98,108.42,87.09
2023-07-27,155.56,140.54,112.71,107.7,85.97
2023-07-28,156.62,139.92,114.76,108.76,87.08
2023-07-31,154.4,137.98,114.82,108.97,88.09
2023-08-01,154.86,138.32,114.56,108.65,87.68
2023-08-02,153.2,138.26,112.05,107.14,86.49
2023-08-03,153.44,138.24,111.87,106.83,86.25
2023-08-04,152.9,137.74,111.34,106.35,86.08
2023-08-07,154.46,139.34,112.29,107.27,86.14
2023-08-08,154.02,139.74,111.34,106.81,85.6
2023-08-09,153.38,139.96,110.11,106.1,84.93
2023-08-10,154.62,140.92,110.31,106.14,84.55
2023-08-11,153.06,140.52,109.6,106.08,84.67
2023-08-14,155.64,141.96,110.83,106.66,84.53
2023-08-15,156.16,142.28,109.66,105.42,83.41
2023-08-16,156.48,143.26,108.49,104.65,82.39
2023-08-17,156.66,144.1,107.31,103.86,81.42
2023-08-18,155.32,143.12,107.17,103.91,81.86
2023-08-21,158.84,144.72,108.9,104.58,81.74
2023-08-22,159.16,144.78,108.74,104.3,81.49
2023-08-23,160.18,144.86,110.46,105.46,82.37
2023-08-24,158.66,144.84,108.1,103.99,81.23
2023-08-25,159.36,145.38,108.94,104.72,81.58
2023-08-28,159.08,144.86,109.76,105.38,82.3
2023-08-29,160.64,144.96,112.15,106.91,83.46
2023-08-30,161.0,145.02,112.78,107.35,83.77
2023-08-31,161.94,145.06,113.12,107.19,83.63
2023-09-01,159.34,143.06,112.99,107.39,84.63
2023-09-05,163.82,146.42,113.14,106.93,82.84
2023-09-06,162.8,145.82,112.15,106.21,82.53
2023-09-07,163.3,147.14,111.34,105.88,81.73
2023-09-08,164.02,147.88,111.49,106.04,81.55
2023-09-11,165.9,148.72,112.81,106.74,81.75
2023-09-12,163.88,147.82,111.56,106.15,81.67
2023-09-13,165.96,149.38,111.98,106.28,81.13
2023-09-14,164.78,148.28,112.9,107.2,82.27
2023-09-15,163.46,147.28,110.97,105.53,81.41
2023-09-18,164.7,148.72,110.92,105.6,80.87
2023-09-19,165.06,149.08,110.69,105.38,80.56
2023-09-20,164.18,149.24,109.1,104.41,79.75
2023-09-21,163.62,149.04,107.1,102.68,78.52
2023-09-22,164.1,149.06,107.11,102.46,78.33
2023-09-25,164.14,149.0,107.61,102.89,78.69
2023-09-26,164.64,149.56,106.0,101.38,77.31
2023-09-27,163.24,147.78,106.24,101.42,78.03
2023-09-28,163.12,147.14,107.14,102.0,78.73
2023-09-29,164.2,147.6,107.21,101.76,78.36
2023-10-02,168.88,150.54,108.1,101.72,77.18
2023-10-03,168.74,151.22,106.21,100.36,75.88
2023-10-04,171.36,152.58,107.65,101.09,75.92
2023-10-05,170.62,152.34,107.34,101.05,75.98
2023-10-06,172.06,152.8,109.15,102.25,76.71
2023-10-09,171.92,152.92,109.7,102.91,77.15
2023-10-10,170.76,151.7,110.31,103.44,78.03
2023-10-11,172.52,152.86,111.09,103.86,77.89
2023-10-12,176.34,156.16,110.7,103.23,76.13
2023-10-13,175.48,156.82,109.31,102.71,75.5
2023-10-16,174.5,155.68,110.54,103.79,76.72
2023-10-17,171.6,153.44,110.18,103.79,77.58
2023-10-18,173.1,154.9,108.73,102.41,75.99
2023-10-19,174.4,156.32,107.71,101.51,74.78
2023-10-20,174.0,156.44,106.11,100.26,73.81
2023-10-23,176.3,157.8,106.42,100.09,73.19
2023-10-24,176.5,157.56,107.46,100.84,73.82
2023-10-25,174.9,157.98,104.82,99.39,72.6
2023-10-26,170.56,155.06,102.82,98.2,72.79
2023-10-27,173.88,156.52,103.31,97.76,71.93
2023-10-30,175.04,157.82,104.48,98.93,72.33
2023-10-31,174.28,157.36,104.98,99.55,72.95
2023-11-01,176.62,158.36,106.81,100.62,73.37
2023-11-02,174.92,156.86,108.75,102.55,75.33
2023-11-03,171.82,153.24,110.03,103.48,77.38
2023-11-06,175.14,156.2,110.48,103.72,76.41
2023-11-07,177.74,157.46,111.53,104.01,76.14
2023-11-08,180.0,159.74,111.59,104.08,75.33
2023-11-09,181.56,161.28,110.73,103.27,74.16
2023-11-10,183.82,162.16,113.23,104.88,74.99
2023-11-13,183.12,161.88,112.88,104.78,75.02
2023-11-14,176.44,154.78,115.3,106.81,79.14
2023-11-15,176.26,154.86,115.39,107.04,79.27
2023-11-16,179.68,158.34,115.5,107.16,77.99
2023-11-17,176.98,155.84,115.52,107.29,79.06
2023-11-20,178.26,156.22,116.93,108.12,79.51
2023-11-21,179.68,158.36,116.25,107.88,78.49
2023-11-22,179.24,157.88,116.73,108.3,78.98
2023-11-24,177.62,156.66,116.57,108.37,79.51
2023-11-27,178.1,156.96,116.46,108.17,79.25
2023-11-28,179.4,157.94,116.76,108.28,78.94
2023-11-29,178.14,156.74,116.65,108.2,79.36
2023-11-30,176.88,156.76,116.36,108.63,79.66
2023-12-01,171.62,152.1,116.69,109.27,81.99
2023-12-04,167.62,148.92,115.61,108.7,82.86
2023-12-05,170.8,151.56,115.9,108.68,81.75
2023-12-06,170.0,151.12,115.22,108.24,81.61
2023-12-07,171.36,151.2,116.84,109.06,82.19
2023-12-08,170.74,150.54,117.36,109.53,82.82
2023-12-11,172.02,150.9,118.36,109.96,82.99
2023-12-12,173.82,152.02,119.31,110.47,82.91
2023-12-13,169.58,148.0,120.82,111.99,85.72
2023-12-14,163.84,143.08,120.71,112.35,88.1
2023-12-15,166.48,143.62,121.29,111.71,87.36
2023-12-18,167.26,144.66,121.82,112.33,87.4
2023-12-19,164.4,142.0,122.44,113.02,89.09
2023-12-20,166.04,143.84,120.61,111.45,87.04
2023-12-21,164.96,142.34,122.01,112.51,88.52
2023-12-22,163.4,140.88,122.19,112.73,89.34
2023-12-26,162.02,139.12,122.94,113.21,90.5
2023-12-27,161.72,138.78,123.19,113.41,90.82
2023-12-28,162.38,139.62,123.12,113.46,90.47
2023-12-29,164.78,142.3,122.59,113.13,89.0
2024-01-02,162.58,142.36,120.52,112.49,88.47
2024-01-03,165.8,146.06,119.25,111.57,86.11
2024-01-04,165.18,145.82,118.64,111.21,85.94
2024-01-05,166.0,146.68,118.78,111.37,85.69
2024-01-08,166.54,145.94,121.24,112.96,87.23
2024-01-09,168.72,147.42,121.48,112.79,86.45
2024-01-10,169.96,148.44,122.31,113.44,86.51
2024-01-11,171.94,149.92,122.56,113.39,85.83
2024-01-12,172.38,150.4,122.62,113.47,85.69
2024-01-16,174.84,152.14,122.61,113.05,84.62
2024-01-17,175.14,152.44,121.93,112.42,84.02
2024-01-18,176.8,153.04,123.66,113.42,84.52
2024-01-19,178.84,153.62,126.11,114.83,85.33
2024-01-22,174.82,149.76,126.27,115.08,87.16
2024-01-23,176.22,150.92,126.79,115.41,86.9
2024-01-24,178.96,152.78,127.48,115.54,86.19
2024-01-25,177.54,152.2,127.64,116.16,86.91
2024-01-26,176.32,151.92,126.87,116.01,86.91
2024-01-29,174.86,150.0,128.17,116.93,88.44
2024-01-30,175.22,151.54,127.31,116.83,87.68
2024-01-31,176.18,153.16,124.81,114.93,85.54
2024-02-01,175.88,153.12,126.28,116.43,86.68
2024-02-02,180.32,156.28,128.42,117.66,86.22
2024-02-05,182.6,158.1,128.25,117.23,85.13
2024-02-06,180.4,156.88,128.0,117.57,85.89
2024-02-07,182.92,159.0,129.31,118.55,85.7
2024-02-08,180.26,156.04,129.56,118.6,87.0
2024-02-09,178.96,153.94,130.83,119.28,88.42
2024-02-12,174.54,150.22,130.32,119.24,90.03
2024-02-13,179.64,155.68,128.29,117.59,86.33
2024-02-14,177.18,152.86,129.68,118.66,88.33
2024-02-15,172.44,148.9,130.07,119.48,90.69
2024-02-16,173.34,150.62,128.89,118.88,89.45
2024-02-20,174.6,152.28,127.92,118.23,88.22
2024-02-21,174.74,153.4,127.41,118.33,87.8
2024-02-22,179.08,156.02,131.14,120.78,88.47
2024-02-23,178.04,155.7,130.76,120.87,88.68
2024-02-26,176.68,153.7,130.7,120.42,89.23
2024-02-27,174.32,151.24,131.01,120.65,90.5
2024-02-28,174.9,152.62,130.32,120.49,89.76
2024-02-29,175.22,151.94,131.44,120.93,90.39
2024-03-01,176.12,151.7,133.42,122.06,91.35
2024-03-04,175.58,151.66,132.94,121.93,91.26
2024-03-05,173.92,151.58,130.56,120.71,90.39
2024-03-06,173.68,151.1,131.39,121.33,91.06
2024-03-07,175.06,151.42,133.38,122.53,91.82
2024-03-08,172.3,150.34,131.46,121.79,91.77
2024-03-11,173.14,151.74,130.98,121.68,91.04
2024-03-12,176.28,154.18,132.85,123.0,90.91
2024-03-13,173.96,153.08,131.83,122.8,91.27
2024-03-14,177.04,156.26,131.5,122.55,89.63
2024-03-15,174.28,153.9,129.93,121.34,89.8
2024-03-18,177.06,156.22,131.0,122.06,89.29
2024-03-19,176.72,156.5,131.32,122.74,89.67
2024-03-20,175.14,154.38,132.89,123.87,91.44
2024-03-21,174.3,153.26,133.51,124.28,92.26
2024-03-22,177.28,155.64,133.66,124.04,90.98
2024-03-25,176.1,154.62,133.18,123.69,91.19
2024-03-26,175.82,154.62,132.75,123.47,91.03
2024-03-27,172.14,151.94,133.2,124.51,93.01
2024-03-28,171.16,151.28,132.96,124.48,93.3
2024-04-01,173.46,152.82,133.24,124.27,92.42
2024-04-02,175.42,155.22,132.1,123.48,90.72
2024-04-03,174.54,154.12,132.39,123.61,91.32
2024-04-04,173.48,153.68,130.36,122.1,90.41
2024-04-05,175.18,155.1,131.9,123.37,90.71
2024-04-08,174.14,154.12,131.94,123.45,91.21
2024-04-09,174.1,153.58,132.43,123.6,91.56
2024-04-10,177.64,156.86,131.28,122.36,89.15
2024-04-11,179.48,157.0,133.38,123.28,89.75
2024-04-12,179.86,157.8,131.26,121.58,88.15
2024-04-15,179.48,158.22,129.09,120.06,86.87
2024-04-16,180.24,158.6,129.1,119.84,86.55
2024-04-17,179.92,159.54,127.53,119.13,85.63
2024-04-18,178.94,159.28,126.8,118.88,85.56
2024-04-19,174.48,157.22,124.18,117.85,85.7
2024-04-22,174.26,156.82,125.43,118.93,86.66
2024-04-23,173.9,155.86,127.3,120.35,88.1
2024-04-24,175.48,156.66,127.73,120.29,87.71
2024-04-25,175.74,157.12,127.12,119.83,87.17
2024-04-26,176.9,157.1,129.08,120.97,88.01
2024-04-29,176.1,156.18,129.61,121.39,88.72
2024-04-30,176.38,157.08,127.16,119.48,86.92
2024-05-01,174.52,156.02,126.24,119.09,87.1
2024-05-02,173.4,154.22,127.86,120.21,88.71
2024-05-03,175.44,154.72,130.43,121.7,89.58
2024-05-06,175.06,154.2,131.86,122.96,90.74
2024-05-07,174.66,153.98,131.89,123.09,90.94
2024-05-08,175.7,155.16,131.81,123.1,90.41
2024-05-09,174.1,154.28,132.1,123.82,91.33
2024-05-10,176.08,156.04,132.41,123.98,90.65
2024-05-13,176.12,155.64,132.72,123.99,90.84
2024-05-14,175.32,154.48,133.57,124.56,91.78
2024-05-15,175.94,154.46,135.65,126.11,92.93
2024-05-16,176.98,155.48,135.38,125.84,92.26
2024-05-17,176.74,155.62,135.31,126.02,92.33
2024-05-20,177.7,155.42,136.26,126.17,92.53
2024-05-21,178.3,156.12,136.53,126.49,92.44
2024-05-22,179.94,157.22,136.51,126.12,91.66
2024-05-23,182.32,159.04,135.89,125.2,90.16
2024-05-24,182.0,158.14,137.18,126.02,91.16
2024-05-28,183.04,158.56,137.7,126.11,91.03
2024-05-29,184.6,160.12,136.74,125.23,89.68
2024-05-30,180.56,156.9,135.28,124.4,90.54
2024-05-31,178.5,157.04,135.02,125.54,91.3
2024-06-03,180.7,158.32,135.75,125.64,90.78
2024-06-04,183.82,161.12,136.12,125.77,89.61
2024-06-05,184.8,160.44,138.87,127.27,90.98
2024-06-06,186.18,161.88,138.82,127.27,90.33
2024-06-07,188.34,163.98,138.7,127.12,89.27
2024-06-10,188.46,163.92,139.25,127.51,89.58
2024-06-11,191.08,165.64,140.21,127.82,89.02
2024-06-12,190.62,164.2,142.05,128.87,90.39
2024-06-13,193.44,166.34,142.82,129.12,89.61
2024-06-14,197.66,169.64,143.56,129.2,88.18
2024-06-17,198.42,169.56,145.31,130.23,88.92
2024-06-18,198.14,169.72,145.36,130.56,89.07
2024-06-20,197.44,170.02,144.24,130.21,88.7
2024-06-21,196.44,168.64,143.85,129.61,88.9
2024-06-24,192.98,167.12,141.98,129.18,89.28
2024-06-25,195.92,168.56,143.6,129.68,88.99
2024-06-26,196.86,169.32,143.9,129.84,88.76
2024-06-27,195.36,167.62,144.27,130.05,89.66
2024-06-28,193.5,166.02,143.52,129.54,90.02
2024-07-01,196.36,168.12,144.37,129.81,89.27
2024-07-02,197.78,168.78,145.88,130.68,89.57
2024-07-03,199.48,169.72,147.09,131.27,89.55
2024-07-05,202.52,171.84,148.62,132.03,89.12
2024-07-08,201.6,170.68,148.98,132.19,89.75
2024-07-09,202.66,171.76,149.11,132.32,89.35
2024-07-10,202.78,171.78,150.67,133.63,90.23
2024-07-11,191.22,162.88,147.37,132.48,93.47
2024-07-12,190.06,161.8,148.24,133.32,94.56
2024-07-15,186.8,158.56,148.64,133.69,96.36
2024-07-16,180.06,152.92,148.7,134.48,99.64
2024-07-17,176.28,152.22,144.32,132.6,98.6
2024-07-18,179.2,154.54,143.65,131.58,96.69
2024-07-19,178.44,154.24,142.37,130.71,96.2
2024-07-22,178.24,153.12,144.49,132.05,97.73
2024-07-23,175.42,150.68,143.98,131.84,98.77
2024-07-24,172.54,150.44,138.81,128.85,96.64
2024-07-25,167.84,146.9,137.29,128.18,97.85
2024-07-26,166.6,145.84,138.7,129.62,99.46
2024-07-29,169.22,148.18,138.98,129.69,98.36
2024-07-30,165.72,146.4,137.07,129.03,98.73
2024-07-31,170.48,148.5,141.13,131.14,99.31
2024-08-01,172.14,152.16,137.72,129.27,96.08
2024-08-02,174.48,155.52,134.45,126.87,92.68
2024-08-05,174.96,156.14,130.45,123.18,89.69
2024-08-06,174.7,155.8,131.7,124.31,90.67
2024-08-07,174.9,156.82,130.28,123.48,89.6
2024-08-08,176.16,156.58,134.26,126.33,91.78
2024-08-09,177.62,157.88,134.96,126.89,91.59
2024-08-12,179.86,159.78,135.26,126.95,90.76
2024-08-13,181.52,159.76,138.61,129.03,92.26
2024-08-14,182.82,161.64,138.65,129.44,91.69
2024-08-15,182.7,159.88,142.16,131.66,94.06
2024-08-16,182.44,159.8,142.35,131.95,94.31
2024-08-19,182.62,159.28,144.21,133.21,95.46
2024-08-20,184.54,161.3,143.91,133.0,94.34
2024-08-21,182.88,159.38,144.58,133.45,95.57
2024-08-22,181.46,159.58,142.28,132.41,94.73
2024-08-23,177.24,155.32,143.82,133.82,97.75
2024-08-26,175.24,154.78,142.43,133.49,97.78
2024-08-27,177.4,156.62,142.85,133.68,97.01
2024-08-28,176.5,156.82,141.24,132.91,96.35
2024-08-29,174.78,155.42,141.03,132.92,97.04
2024-08-30,176.0,156.16,142.71,134.18,97.6
2024-09-03,176.04,158.16,138.37,131.42,94.61
2024-09-04,175.86,158.1,138.01,131.15,94.45
2024-09-05,177.04,158.62,138.13,130.84,93.98
2024-09-06,175.48,159.06,134.43,128.64,92.2
2024-09-09,177.5,160.74,136.16,130.08,92.45
2024-09-10,179.5,161.78,137.42,130.66,92.38
2024-09-11,183.26,163.26,140.4,132.0,92.65
2024-09-12,182.64,162.36,141.77,133.11,93.84
2024-09-13,178.6,158.46,142.41,133.8,96.16
2024-09-16,177.0,158.04,141.79,134.0,96.51
2024-09-17,175.44,156.46,141.86,134.06,97.31
2024-09-18,174.54,155.82,141.25,133.65,97.33
2024-09-19,175.48,155.12,144.82,135.94,99.33
2024-09-20,177.24,156.3,144.55,135.29,98.27
2024-09-23,178.22,157.54,144.72,135.63,97.91
2024-09-24,178.84,157.78,145.41,136.02,98.07
2024-09-25,182.14,160.46,145.54,135.72,96.54
2024-09-26,182.58,160.2,146.64,136.26,97.05
2024-09-27,180.1,158.54,145.82,136.06,97.71
2024-09-30,180.14,158.84,146.21,136.6,97.96
2024-10-01,180.08,159.76,144.18,135.37,96.63
2024-10-02,180.64,160.12,144.38,135.43,96.49
2024-10-03,181.84,161.1,144.28,135.18,95.84
2024-10-04,181.42,160.12,145.99,136.41,97.19
2024-10-07,180.84,159.88,144.43,135.19,96.43
2024-10-08,183.68,161.64,146.58,136.47,96.5
2024-10-09,184.82,162.58,147.74,137.41,96.71
2024-10-10,185.7,163.32,147.58,137.16,96.18
2024-10-11,181.96,160.46,147.82,137.99,98.13
2024-10-14,182.16,160.62,149.06,139.12,98.86
2024-10-15,179.32,158.9,147.06,138.03,98.93
2024-10-16,176.04,156.46,147.07,138.63,100.57
2024-10-17,176.72,157.02,147.18,138.64,100.29
2024-10-18,178.46,158.2,148.15,139.17,100.08
2024-10-21,181.98,161.02,148.43,138.94,98.51
2024-10-22,182.96,161.68,148.59,138.88,98.14
2024-10-23,181.72,161.68,146.32,137.61,97.25
2024-10-24,182.9,161.68,147.51,137.91,97.46
2024-10-25,184.88,162.38,148.41,137.87,97.09
2024-10-28,181.66,159.74,148.43,138.3,98.67
2024-10-29,184.22,160.7,149.86,138.52,98.36
2024-10-30,182.98,160.38,148.72,138.11,98.22
2024-10-31,181.26,159.78,144.97,135.4,96.59
2024-11-01,181.62,159.5,146.05,135.97,97.13
2024-11-04,180.02,158.04,145.62,135.67,97.62
2024-11-05,178.82,156.7,147.49,137.31,99.46
2024-11-06,172.68,150.1,151.5,140.73,105.22
2024-11-07,176.52,152.34,153.88,141.81,104.85
2024-11-08,175.28,151.72,154.06,142.42,105.63
2024-11-11,172.16,148.92,153.97,142.57,107.21
2024-11-12,175.3,151.8,153.69,142.12,105.33
2024-11-13,177.02,153.88,153.49,142.19,104.29
2024-11-14,178.34,155.3,152.43,141.28,102.88
2024-11-15,176.56,155.72,148.8,139.48,101.35
2024-11-18,177.54,156.14,149.83,140.05,101.55
2024-11-19,177.44,155.4,150.87,140.57,102.3
2024-11-20,177.06,155.2,150.77,140.61,102.44
2024-11-21,174.74,153.24,151.32,141.37,103.99
2024-11-22,171.36,150.16,151.56,141.81,105.92
2024-11-25,168.64,147.8,151.8,142.29,107.53
2024-11-26,171.18,150.3,152.62,143.03,106.74
2024-11-27,169.32,149.42,151.42,142.6,106.89
2024-11-29,170.32,149.9,152.75,143.48,107.3
2024-12-02,172.6,150.36,154.41,143.74,107.25
2024-12-03,174.64,151.88,154.89,143.81,106.48
2024-12-04,176.4,152.4,156.81,144.7,106.87
2024-12-05,178.18,154.42,156.37,144.47,105.62
2024-12-06,179.24,154.08,157.77,144.75,106.0
2024-12-09,178.68,154.06,156.54,144.01,105.47
2024-12-10,178.86,154.3,156.0,143.56,105.01
2024-12-11,181.54,154.94,158.8,144.67,105.49
2024-12-12,182.84,156.5,157.76,143.92,104.11
2024-12-13,185.76,157.84,158.98,143.89,103.4
2024-12-16,187.46,157.52,161.27,144.51,104.01
2024-12-17,189.46,159.58,160.56,143.91,102.51
2024-12-18,191.1,162.48,154.76,139.62,97.97
2024-12-19,191.08,163.3,154.07,139.58,97.54
2024-12-20,190.94,163.14,155.41,140.78,98.45
2024-12-23,193.02,164.8,156.66,141.63,98.23
2024-12-24,193.96,165.24,158.79,143.2,99.1
2024-12-26,191.76,163.2,158.68,143.21,100.12
2024-12-27,192.02,164.02,156.57,141.71,98.66
2024-12-30,190.9,163.28,154.49,140.1,97.9
2024-12-31,188.94,162.3,153.18,139.59,98.03
2025-01-02,188.38,161.64,152.87,139.24,98.11
2025-01-03,188.68,161.16,155.38,140.98,99.57
2025-01-06,190.9,162.24,157.17,141.8,99.61
2025-01-07,188.94,161.58,154.37,140.2,98.81
2025-01-08,189.88,162.78,154.4,140.41,98.37
2025-01-10,191.14,164.12,151.97,138.26,96.2
2025-01-13,190.12,164.06,151.49,138.48,96.39
2025-01-14,187.66,162.06,151.35,138.67,97.48
2025-01-15,188.32,161.76,154.83,141.2,99.4
2025-01-16,186.52,160.98,153.75,140.93,99.6
2025-01-17,189.04,162.12,156.35,142.34,100.03
2025-01-21,186.38,160.12,157.27,143.65,101.95
2025-01-22,190.24,162.54,159.28,144.45,101.29
2025-01-23,189.74,162.72,159.62,145.25,101.76
2025-01-24,189.16,162.7,158.71,144.83,101.47
2025-01-27,185.26,161.8,154.09,142.78,100.5
2025-01-28,188.0,163.3,156.37,144.01,100.61
2025-01-29,188.08,162.86,156.07,143.36,100.38
2025-01-30,186.9,161.9,156.74,144.14,101.4
2025-01-31,188.4,162.64,156.51,143.38,100.49
2025-02-03,189.14,163.64,155.26,142.41,99.31
2025-02-04,188.84,162.22,157.17,143.37,100.68
2025-02-05,187.56,160.86,157.87,143.96,101.78
2025-02-06,189.26,162.22,158.69,144.46,101.44
2025-02-07,189.06,162.7,156.69,143.13,100.27
2025-02-10,190.58,163.16,158.59,144.1,100.72
2025-02-11,191.26,164.48,158.21,144.22,100.13
2025-02-12,193.22,165.68,158.31,143.76,99.21
2025-02-13,193.84,165.54,160.58,145.28,100.33
2025-02-14,194.84,165.7,161.26,145.28,100.25
2025-02-18,194.2,165.18,161.63,145.7,100.8
2025-02-19,194.94,166.34,161.68,146.05,100.46
2025-02-20,196.02,167.42,161.0,145.44,99.5
2025-02-21,197.62,169.76,157.65,142.95,96.63
2025-02-24,196.7,170.28,155.79,142.3,95.94
2025-02-25,194.94,170.04,153.83,141.58,95.57
2025-02-26,195.16,169.88,154.2,141.65,95.7
2025-02-27,192.66,169.74,149.91,139.39,94.23
2025-02-28,193.7,170.74,152.28,141.56,95.23
2025-03-03,194.78,172.7,148.94,139.09,92.63
2025-03-04,196.44,172.6,148.5,137.44,91.58
2025-03-05,197.06,172.76,150.43,138.91,92.49
2025-03-06,194.62,172.26,146.29,136.44,91.08
2025-03-07,195.44,172.72,147.37,137.21,91.38
2025-03-10,192.72,172.44,141.66,133.56,89.07
2025-03-11,192.26,170.8,141.32,132.45,89.06
2025-03-12,194.18,171.52,142.91,133.15,89.22
2025-03-13,193.56,171.84,140.34,131.38,87.89
2025-03-14,193.56,171.14,143.74,134.1,90.01
2025-03-17,192.34,170.16,144.67,135.13,91.15
2025-03-18,191.12,170.18,142.21,133.67,90.15
2025-03-19,190.68,169.24,144.12,135.13,91.56
2025-03-20,191.26,169.92,143.63,134.74,90.98
2025-03-21,193.16,170.62,144.1,134.37,90.42
2025-03-24,192.26,169.22,147.04,136.78,92.67
2025-03-25,194.52,170.82,147.88,137.11,92.15
2025-03-26,192.88,170.48,145.16,135.47,91.21
2025-03-27,192.7,170.9,144.33,135.11,90.77
2025-03-28,191.5,170.94,140.53,132.39,88.93
2025-03-31,192.46,173.24,140.53,133.28,88.5
2025-04-01,194.06,173.78,141.67,133.65,88.51
2025-04-02,192.36,171.88,142.71,134.5,89.91
2025-04-03,194.5,174.86,135.07,127.86,84.14
2025-04-04,191.0,172.08,126.68,120.38,80.39
2025-04-07,193.3,173.54,126.99,120.17,79.66
2025-04-08,194.96,175.66,124.7,118.28,77.56
2025-04-09,201.96,179.66,139.67,130.7,84.15
2025-04-10,201.86,179.3,133.73,124.98,80.62
2025-04-11,202.62,179.94,136.19,127.2,81.8
2025-04-14,201.62,179.52,137.12,128.43,82.76
2025-04-15,201.6,178.72,137.27,128.08,82.86
2025-04-16,197.48,176.2,133.12,125.23,82.06
2025-04-17,195.8,174.84,133.1,125.41,82.74
2025-04-21,194.88,174.1,129.81,122.42,81.07
2025-04-22,194.96,174.12,133.22,125.61,83.17
2025-04-23,196.54,174.26,136.25,127.55,84.41
2025-04-24,198.16,174.46,140.07,130.23,86.09
2025-04-25,200.32,175.84,141.63,131.17,86.12
2025-04-28,199.42,175.08,141.59,131.22,86.48
2025-04-29,199.56,175.16,142.52,132.05,86.99
2025-04-30,200.8,176.5,142.51,132.1,86.44
2025-05-01,202.18,176.68,144.37,133.04,86.98
2025-05-02,200.64,175.14,146.51,135.01,88.94
2025-05-05,201.0,175.54,145.65,134.24,88.25
2025-05-06,201.32,176.04,144.29,133.11,87.29
2025-05-07,201.44,176.22,144.85,133.67,87.58
2025-05-08,199.7,173.82,146.35,134.61,89.24
2025-05-09,199.92,173.92,146.24,134.43,89.08
2025-05-12,201.02,173.48,152.2,138.87,92.22
2025-05-13,203.32,174.06,154.51,139.78,92.56
2025-05-14,206.3,176.1,155.44,139.96,91.73
2025-05-15,205.22,175.78,155.61,140.65,92.33
2025-05-16,204.44,175.38,156.29,141.54,93.1
2025-05-19,205.48,176.44,156.45,141.69,92.71
2025-05-20,204.72,175.66,155.93,141.21,92.75
2025-05-21,207.56,177.9,153.77,138.82,90.15
2025-05-22,207.94,177.98,154.06,138.88,90.15
2025-05-23,206.7,177.24,152.62,137.94,89.87
2025-05-27,206.32,176.32,156.21,140.8,92.15
2025-05-28,207.54,177.26,155.52,139.99,91.18
2025-05-29,207.34,177.44,155.84,140.53,91.45
2025-05-30,206.94,177.48,155.32,140.38,91.34
