"Date","Price","Open","High","Low","Vol.","Change %"
"02/05/2025","229.40","228.06","229.50","226.89","15.20M","1.09%"
"02/04/2025","226.93","223.60","227.13","223.21","17.99M","1.38%"
"02/03/2025","223.83","221.51","225.55","220.67","34.02M","-1.17%"
"01/31/2025","226.48","228.75","230.32","225.54","35.35M","-0.90%"
"01/30/2025","228.53","228.52","230.05","226.92","25.58M","1.02%"
"01/29/2025","226.23","226.68","228.22","224.58","20.28M","-0.23%"
"01/28/2025","226.75","226.74","227.56","225.18","16.85M","0.11%"
"01/27/2025","226.50","226.71","229.62","225.21","27.46M","-0.96%"
"01/24/2025","228.69","228.82","230.23","228.04","19.07M","-0.28%"
"01/23/2025","229.33","226.93","229.35","226.55","20.85M","0.46%"
"01/22/2025","228.29","229.35","229.85","227.83","21.31M","-0.65%"
"01/21/2025","229.79","227.52","229.89","226.99","26.09M","1.92%"
"01/17/2025","225.46","226.93","226.97","224.67","26.75M","0.43%"
"01/16/2025","224.49","224.15","225.23","222.71","21.03M","0.20%"
"01/15/2025","224.04","225.44","225.57","223.00","30.12M","1.97%"
"01/14/2025","219.72","219.18","220.23","217.22","25.45M","1.14%"
"01/13/2025","217.25","214.50","217.51","213.97","28.60M","0.19%"
"01/10/2025","216.83","218.31","218.71","215.31","37.38M","-2.20%"
"01/08/2025","221.71","220.90","222.31","219.01","26.80M","-0.45%"
"01/07/2025","222.72","225.58","226.51","221.38","28.84M","-0.80%"
"01/06/2025","224.52","225.76","227.17","224.14","23.54M","0.04%"
"01/03/2025","224.43","222.07","224.82","221.38","24.53M","1.49%"
"01/02/2025","221.14","222.93","224.37","219.60","29.36M","0.08%"
"12/31/2024","220.96","222.12","223.28","220.15","26.21M","0.13%"
"12/30/2024","220.68","220.67","221.81","217.85","25.71M","-0.77%"
"12/27/2024","222.39","224.29","225.44","220.20","26.96M","-1.46%"
"12/26/2024","225.68","222.42","226.14","221.46","20.09M","1.03%"
"12/24/2024","223.39","222.02","223.63","220.48","13.40M","0.89%"
"12/23/2024","221.41","221.74","222.40","219.38","29.61M","-0.23%"
"12/20/2024","221.92","218.60","224.65","218.07","53.88M","0.94%"
"12/19/2024","219.86","223.25","224.43","219.33","51.87M","-0.44%"
"12/18/2024","220.84","232.24","233.08","218.92","52.27M","-4.43%"
"12/17/2024","231.07","232.67","233.44","230.55","33.06M","-1.44%"
"12/16/2024","234.44","232.91","235.63","232.35","32.29M","0.59%"
"12/13/2024","233.07","234.37","234.86","231.88","23.97M","-0.69%"
"12/12/2024","234.68","237.16","237.65","234.35","21.45M","-1.30%"
"12/11/2024","237.77","238.71","239.29","236.83","23.16M","0.45%"
"12/10/2024","236.70","237.58","238.82","235.92","19.95M","-0.43%"
"12/09/2024","237.73","240.55","241.38","237.65","16.68M","-0.50%"
"12/06/2024","238.93","239.79","239.89","238.38","20.76M","0.36%"
"12/05/2024","238.08","240.52","240.86","237.74","20.23M","-1.17%"
"12/04/2024","240.89","240.28","241.67","239.21","19.90M","0.36%"
"12/03/2024","240.03","241.54","242.14","239.37","21.38M","-0.71%"
"12/02/2024","241.75","242.24","242.66","240.01","25.27M","-0.05%"
