"Date","Price","Open","High","Low","Vol.","Change %"
"09/08/2023","183.92","184.56","184.83","183.45","19.41M","-0.22%"
"09/07/2023","184.33","185.14","185.38","183.59","23.89M","-0.97%"
"09/06/2023","186.13","187.06","188.09","185.09","26.41M","-0.37%"
"09/05/2023","186.83","189.65","189.90","186.77","27.16M","-2.11%"
"09/01/2023","190.85","190.07","191.86","189.85","25.09M","1.19%"
"08/31/2023","188.61","189.20","190.26","188.53","17.95M","-0.17%"
"08/30/2023","188.94","187.73","189.61","187.33","19.87M","0.38%"
"08/29/2023","188.23","185.54","188.37","184.57","22.99M","1.40%"
"08/28/2023","185.64","184.84","186.75","184.82","23.00M","0.89%"
"08/25/2023","184.00","184.06","185.00","181.61","29.34M","0.43%"
"08/24/2023","183.22","185.25","186.34","183.20","26.58M","-1.38%"
"08/23/2023","185.79","184.00","186.11","183.43","21.23M","1.07%"
"08/22/2023","183.83","185.04","185.54","183.22","21.34M","-0.30%"
"08/21/2023","184.38","184.70","185.27","183.07","22.68M","-0.15%"
"08/18/2023","184.65","182.21","185.25","181.94","33.38M","0.54%"
"08/17/2023","183.65","186.34","186.74","183.63","26.72M","-1.18%"
"08/16/2023","185.84","187.99","189.06","185.81","27.02M","-1.22%"
"08/15/2023","188.14","189.52","189.64","188.04","25.49M","-1.32%"
"08/14/2023","190.66","189.94","190.70","188.64","20.35M","-0.17%"
"08/11/2023","190.99","189.92","191.69","189.74","21.43M","0.14%"
"08/10/2023","190.72","192.24","194.12","189.89","29.38M","-0.44%"
"08/09/2023","191.57","192.87","192.88","190.75","22.29M","-0.78%"
"08/08/2023","193.08","192.14","193.29","190.52","25.58M","-0.63%"
"08/07/2023","194.30","194.66","195.06","192.68","20.18M","0.07%"
"08/04/2023","194.17","194.82","196.31","193.71","24.95M","-0.20%"
"08/03/2023","194.56","194.30","195.64","193.06","24.32M","-0.28%"
"08/02/2023","195.11","195.59","196.09","194.09","28.08M","-1.36%"
"08/01/2023","197.80","197.43","197.93","195.78","27.55M","-0.46%"
"07/31/2023","198.71","196.93","198.75","196.91","24.20M","1.16%"
"07/28/2023","196.43","196.02","196.95","195.50","21.61M","1.29%"
"07/27/2023","193.92","197.63","197.90","193.18","31.16M","-1.29%"
"07/26/2023","196.46","194.77","197.16","194.71","20.38M","0.79%"
"07/25/2023","194.92","194.58","196.21","194.42","18.96M","-0.01%"
"07/24/2023","194.94","194.56","196.26","193.99","16.93M","0.25%"
"07/21/2023","194.46","196.39","196.62","194.09","28.98M","-0.32%"
"07/20/2023","195.08","196.94","196.94","194.26","27.28M","-0.87%"
"07/19/2023","196.80","196.70","197.66","195.93","23.68M","0.42%"
"07/18/2023","195.97","193.70","196.39","193.49","28.55M","1.23%"
"07/17/2023","193.58","191.34","194.36","191.14","23.28M","1.07%"
"07/14/2023","191.53","193.34","193.49","190.29","32.20M","-0.98%"
"07/13/2023","193.42","192.51","193.68","191.80","23.52M","0.81%"
"07/12/2023","191.87","192.76","193.05","191.37","40.13M","1.09%"
"07/11/2023","189.80","188.48","190.08","187.69","26.74M","1.03%"
"07/10/2023","187.87","184.58","188.05","184.16","29.27M","1.71%"
"07/07/2023","184.71","182.98","186.49","182.93","31.71M","1.06%"
"07/06/2023","182.78","183.63","183.71","180.72","39.08M","-1.61%"
"07/05/2023","185.78","187.13","187.21","185.44","24.09M","-1.00%"
"07/03/2023","187.65","186.91","188.84","186.74","14.01M","0.20%"
"06/30/2023","187.27","188.26","188.43","186.91","30.29M","0.48%"
"06/29/2023","186.38","184.72","187.08","184.43","32.08M","1.15%"
"06/28/2023","184.26","182.99","184.42","182.12","23.19M","0.49%"
"06/27/2023","183.36","181.20","183.99","180.40","28.82M","1.44%"
"06/26/2023","180.75","180.44","182.74","180.37","31.51M","0.10%"
"06/23/2023","180.57","180.77","182.41","180.05","50.61M","-1.51%"
"06/22/2023","183.33","184.20","184.25","182.49","27.06M","-0.74%"
"06/21/2023","184.70","184.44","185.91","183.59","30.73M","-0.23%"
"06/20/2023","185.13","185.16","185.57","183.76","33.27M","-0.44%"
"06/16/2023","185.94","187.95","188.55","185.09","50.68M","-0.80%"
"06/15/2023","187.44","185.08","187.57","184.91","36.49M","0.82%"
"06/14/2023","185.91","188.32","189.24","184.55","37.11M","-1.07%"
"06/13/2023","187.93","186.44","188.98","186.27","35.76M","1.15%"
"06/12/2023","185.80","185.23","186.68","184.22","26.62M","0.42%"
"06/09/2023","185.03","186.32","186.61","184.45","30.24M","-0.81%"
"06/08/2023","186.54","186.75","187.38","184.91","34.18M","-0.37%"
"06/07/2023","187.24","184.96","187.77","184.96","60.69M","1.59%"
"06/06/2023","184.31","178.93","184.96","178.93","58.58M","2.63%"
"06/05/2023","179.58","181.26","181.39","178.44","40.03M","-1.34%"
"06/02/2023","182.02","178.01","182.09","177.45","50.21M","3.63%"
"06/01/2023","175.65","173.86","176.24","172.93","27.80M","1.08%"
"05/31/2023","173.77","174.69","176.01","172.36","34.60M","-0.99%"
"05/30/2023","175.50","176.71","177.55","174.76","25.57M","-0.37%"
"05/26/2023","176.15","174.30","176.38","174.02","29.84M","1.14%"
"05/25/2023","174.17","175.25","175.53","172.70","36.20M","-0.78%"
"05/24/2023","175.54","176.55","176.74","174.67","28.74M","-1.06%"
"05/23/2023","177.42","177.91","180.53","177.38","32.71M","-0.47%"
"05/22/2023","178.26","176.62","179.02","176.04","28.21M","1.22%"
"05/19/2023","176.11","178.51","178.89","175.25","34.32M","-0.61%"
"05/18/2023","177.19","175.56","177.57","175.02","30.45M","0.61%"
"05/17/2023","176.12","173.43","176.50","172.16","38.23M","2.23%"
"05/16/2023","172.28","173.61","174.81","172.23","24.21M","-1.46%"
"05/15/2023","174.83","173.31","175.71","172.82","24.31M","1.22%"
"05/12/2023","172.72","173.65","174.21","171.65","20.41M","-0.20%"
"05/11/2023","173.07","173.22","173.78","172.11","25.88M","-0.77%"
"05/10/2023","174.41","175.96","176.02","172.72","27.28M","0.51%"
"05/09/2023","173.53","172.98","174.27","172.16","21.47M","-0.30%"
"05/08/2023","174.05","175.26","175.55","173.13","22.11M","-0.23%"
"05/05/2023","174.45","173.29","175.10","173.10","35.46M","2.38%"
"05/04/2023","170.40","171.32","171.56","168.78","42.38M","-1.12%"
"05/03/2023","172.33","172.22","175.70","172.19","43.26M","0.37%"
"05/02/2023","171.70","174.40","174.45","169.92","40.85M","-2.05%"
"05/01/2023","175.30","175.00","177.34","174.76","27.42M","0.06%"
"04/28/2023","175.20","173.29","175.82","173.18","31.91M","0.88%"
"04/27/2023","173.68","172.03","173.85","170.94","33.42M","1.34%"
"04/26/2023","171.39","172.23","173.40","171.00","30.31M","-0.96%"
"04/25/2023","173.06","175.63","175.94","173.01","28.86M","-2.47%"
"04/24/2023","177.44","177.38","178.45","176.49","17.78M","-0.07%"
"04/21/2023","177.56","177.81","177.96","175.86","25.97M","0.13%"
"04/20/2023","177.33","177.15","178.43","176.52","20.34M","-0.52%"
"04/19/2023","178.25","177.08","178.79","176.58","19.31M","0.13%"
"04/18/2023","178.02","179.59","179.63","176.94","22.69M","-0.43%"
"04/17/2023","178.78","176.97","178.86","176.75","22.18M","1.29%"
"04/14/2023","176.51","178.33","179.22","175.34","29.60M","-0.93%"
"04/13/2023","178.17","176.54","178.68","175.93","23.26M","1.33%"
"04/12/2023","175.84","178.82","178.98","175.58","27.02M","-0.73%"
"04/11/2023","177.14","176.57","177.97","176.12","21.88M","0.79%"
"04/10/2023","175.75","173.07","175.88","173.03","22.24M","1.07%"
"04/06/2023","173.89","173.72","174.46","172.68","26.37M","0.15%"
"04/05/2023","173.63","174.25","174.83","172.53","28.24M","-0.98%"
"04/04/2023","175.35","178.92","179.10","174.32","33.49M","-1.75%"
"04/03/2023","178.48","178.95","179.78","176.49","27.61M","0.04%"
"03/31/2023","178.40","176.40","178.64","176.37","39.60M","1.84%"
"03/30/2023","175.18","176.88","177.30","174.45","26.73M","-0.14%"
"03/29/2023","175.42","175.34","175.55","173.57","25.56M","1.14%"
"03/28/2023","173.45","173.10","174.51","172.69","28.56M","-0.14%"
"03/27/2023","173.70","173.84","174.73","172.36","33.88M","1.11%"
"03/24/2023","171.79","168.75","172.10","167.46","47.54M","0.90%"
"03/23/2023","170.25","172.28","174.39","168.71","47.72M","-0.81%"
"03/22/2023","171.64","176.52","177.35","171.53","56.10M","-2.84%"
"03/21/2023","176.65","176.55","178.18","175.96","34.47M","1.84%"
"03/20/2023","173.45","173.05","175.37","172.52","46.10M","1.30%"
"03/17/2023","171.23","174.04","174.76","170.86","70.24M","-2.70%"
"03/16/2023","175.98","171.47","177.38","170.49","52.89M","1.37%"
"03/15/2023","173.61","171.93","173.91","170.38","54.41M","-1.65%"
"03/14/2023","176.52","178.60","179.26","174.61","48.95M","1.85%"
"03/13/2023","173.31","172.52","176.40","171.07","74.17M","-1.63%"
"03/10/2023","176.18","180.39","180.39","174.26","69.27M","-2.88%"
"03/09/2023","181.41","186.73","187.27","181.28","33.55M","-2.78%"
"03/08/2023","186.60","186.79","187.61","185.12","22.51M","0.05%"
"03/07/2023","186.51","188.65","189.07","186.22","25.87M","-1.16%"
"03/06/2023","188.70","191.56","191.74","187.90","23.27M","-1.46%"
"03/03/2023","191.50","189.67","191.93","188.42","22.77M","1.39%"
"03/02/2023","188.87","186.86","189.30","186.12","18.13M","0.24%"
"03/01/2023","188.42","188.19","189.49","187.19","22.53M","0.13%"
"02/28/2023","188.18","188.12","190.02","188.07","19.54M","0.01%"
"02/27/2023","188.17","189.13","190.20","187.60","17.56M","0.35%"
"02/24/2023","187.51","186.65","187.78","185.78","24.28M","-0.94%"
"02/23/2023","189.28","189.35","190.30","186.70","21.31M","0.71%"
"02/22/2023","187.94","187.83","189.15","186.75","24.65M","0.27%"
"02/21/2023","187.43","190.75","191.34","187.24","26.00M","-2.95%"
"02/17/2023","193.13","191.88","193.37","190.97","23.89M","0.28%"
"02/16/2023","192.60","191.80","194.87","191.25","21.37M","-0.96%"
"02/15/2023","194.46","190.98","194.55","190.53","18.78M","1.01%"
"02/14/2023","192.51","191.28","193.95","190.08","21.89M","-0.05%"
"02/13/2023","192.60","190.51","192.85","189.31","15.75M","1.20%"
"02/10/2023","190.31","189.28","190.63","188.53","15.25M","0.20%"
"02/09/2023","189.93","194.23","195.12","189.43","20.52M","-1.45%"
"02/08/2023","192.72","194.36","195.37","192.20","17.93M","-1.46%"
"02/07/2023","195.58","193.41","196.10","191.65","27.07M","0.74%"
"02/06/2023","194.14","195.65","196.38","193.37","18.16M","-1.45%"
"02/03/2023","196.99","196.11","199.13","195.70","24.98M","-0.67%"
"02/02/2023","198.32","196.01","199.26","194.35","31.02M","1.97%"
"02/01/2023","194.49","191.19","196.19","190.13","27.01M","1.57%"
"01/31/2023","191.48","187.42","191.58","187.38","21.57M","2.43%"
"01/30/2023","186.94","187.84","189.61","186.83","18.40M","-1.39%"
"01/27/2023","189.58","187.98","190.30","187.79","20.02M","0.54%"
"01/26/2023","188.56","188.98","189.85","186.29","18.37M","0.59%"
"01/25/2023","187.45","185.41","187.51","183.87","18.17M","0.28%"
"01/24/2023","186.93","186.59","187.83","185.88","19.26M","-0.21%"
"01/23/2023","187.33","185.43","188.12","184.58","20.33M","1.24%"
"01/20/2023","185.04","182.71","185.15","181.27","36.07M","1.65%"
"01/19/2023","182.04","182.73","183.10","180.78","24.62M","-0.96%"
"01/18/2023","183.80","187.45","188.96","183.70","23.51M","-1.62%"
"01/17/2023","186.82","187.00","187.84","186.24","22.42M","-0.12%"
"01/13/2023","187.05","184.50","187.34","184.33","22.12M","0.66%"
"01/12/2023","185.83","183.57","185.95","181.92","29.65M","1.68%"
"01/11/2023","182.76","181.26","182.79","180.68","18.22M","1.25%"
"01/10/2023","180.51","177.66","180.62","177.30","18.75M","1.48%"
"01/09/2023","177.88","179.01","180.12","177.65","18.37M","0.17%"
"01/06/2023","177.58","175.30","178.04","173.87","21.99M","2.25%"
"01/05/2023","173.68","174.59","174.76","172.39","17.03M","-1.07%"
"01/04/2023","175.56","174.62","176.67","174.28","22.97M","1.25%"
"01/03/2023","173.40","175.93","177.32","171.90","22.50M","-0.55%"
"12/30/2022","174.36","173.34","174.72","172.61","21.28M","-0.28%"
"12/29/2022","174.85","171.72","175.25","171.40","22.31M","2.53%"
"12/28/2022","170.53","173.18","174.10","170.34","19.65M","-1.55%"
"12/27/2022","173.22","174.36","174.57","172.58","13.55M","-0.67%"
"12/23/2022","174.39","173.48","174.45","172.34","11.65M","0.46%"
"12/22/2022","173.60","174.33","174.49","170.67","21.30M","-1.31%"
"12/21/2022","175.90","174.45","176.80","174.20","23.00M","1.72%"
"12/20/2022","172.92","171.67","174.02","171.18","18.05M","0.53%"
"12/19/2022","172.01","174.61","175.05","171.47","25.61M","-1.35%"
"12/16/2022","174.37","173.80","175.11","172.67","38.50M","-0.75%"
"12/15/2022","175.68","178.03","178.60","175.04","33.55M","-2.50%"
"12/14/2022","180.19","181.31","182.91","178.83","32.41M","-0.66%"
"12/13/2022","181.38","185.73","186.64","180.14","38.45M","0.37%"
"12/12/2022","180.72","178.85","181.09","178.00","22.77M","1.18%"
"12/09/2022","178.62","179.77","180.81","178.56","22.05M","-1.23%"
"12/08/2022","180.84","180.77","182.63","179.51","20.97M","0.72%"
"12/07/2022","179.54","179.75","181.50","179.11","17.18M","-0.29%"
"12/06/2022","180.07","182.88","182.98","179.08","18.50M","-1.53%"
"12/05/2022","182.87","186.86","187.06","182.18","25.45M","-2.75%"
"12/02/2022","188.05","184.37","188.86","184.33","22.57M","0.58%"
"12/01/2022","186.96","188.15","189.24","186.13","22.00M","-0.22%"
"11/30/2022","187.37","182.67","187.43","180.79","28.03M","2.74%"
"11/29/2022","182.37","181.96","183.61","181.96","14.02M","0.29%"
"11/28/2022","181.84","184.13","184.92","181.29","17.49M","-2.02%"
"11/25/2022","185.58","185.09","186.37","184.66","13.39M","0.21%"
"11/23/2022","185.19","184.29","185.78","183.55","19.76M","0.26%"
"11/22/2022","184.71","183.74","184.94","182.33","16.87M","1.07%"
"11/21/2022","182.76","182.78","183.19","181.43","19.04M","-0.52%"
"11/18/2022","183.72","184.59","185.31","182.57","27.27M","0.65%"
"11/17/2022","182.54","181.62","182.95","180.51","20.84M","-0.93%"
"11/16/2022","184.25","186.60","186.64","183.71","24.80M","-1.76%"
"11/15/2022","187.55","187.84","189.56","186.11","26.13M","1.48%"
"11/14/2022","184.81","185.79","187.79","184.63","26.50M","-1.12%"
"11/11/2022","186.90","185.76","188.84","185.69","28.77M","0.82%"
"11/10/2022","185.38","181.85","185.45","181.15","38.57M","6.16%"
"11/09/2022","174.63","178.00","178.67","174.27","27.28M","-2.75%"
"11/08/2022","179.56","180.23","181.95","177.36","20.27M","0.04%"
"11/07/2022","179.49","179.74","180.59","177.68","20.69M","0.45%"
"11/04/2022","178.68","178.92","179.94","175.47","25.84M","1.35%"
"11/03/2022","176.30","175.29","177.94","174.11","29.09M","-0.67%"
"11/02/2022","177.49","182.84","185.00","177.43","38.14M","-3.32%"
"11/01/2022","183.58","185.24","185.60","182.88","27.45M","0.14%"
"10/31/2022","183.33","182.27","184.24","181.55","25.70M","0.09%"
"10/28/2022","183.16","179.82","183.41","178.74","33.22M","2.27%"
"10/27/2022","179.09","180.59","182.00","178.87","28.65M","0.02%"
"10/26/2022","179.05","179.15","182.37","178.33","37.08M","0.49%"
"10/25/2022","178.17","173.57","178.90","173.56","33.11M","2.73%"
"10/24/2022","173.44","173.32","174.00","171.05","27.28M","0.43%"
"10/21/2022","172.70","169.40","173.20","168.19","45.40M","2.17%"
"10/20/2022","169.03","171.42","173.55","168.47","26.71M","-1.27%"
"10/19/2022","171.21","172.49","173.40","169.33","27.15M","-1.70%"
"10/18/2022","174.17","175.86","177.29","172.69","34.52M","1.19%"
"10/17/2022","172.13","170.22","172.62","170.11","28.20M","3.19%"
"10/14/2022","166.81","172.74","173.92","166.71","29.61M","-2.68%"
"10/13/2022","171.40","164.00","172.20","162.50","45.38M","2.48%"
"10/12/2022","167.26","167.90","168.46","165.48","26.80M","-0.27%"
"10/11/2022","167.72","166.96","170.11","164.80","28.01M","0.03%"
"10/10/2022","167.67","169.29","169.57","166.59","23.39M","-0.56%"
"10/07/2022","168.61","171.93","172.47","167.92","26.54M","-2.94%"
"10/06/2022","173.72","173.85","176.16","172.91","22.64M","-0.56%"
"10/05/2022","174.70","173.41","175.33","171.42","25.28M","-0.74%"
"10/04/2022","176.00","172.61","176.08","172.53","37.54M","3.96%"
"10/03/2022","169.29","167.34","170.30","165.25","33.61M","2.65%"
"09/30/2022","164.92","165.78","169.51","164.87","40.64M","-0.73%"
"09/29/2022","166.13","167.78","167.93","163.80","31.46M","-2.24%"
"09/28/2022","169.94","165.76","170.99","165.07","35.19M","3.16%"
"09/27/2022","164.73","166.31","167.63","163.28","42.41M","0.34%"
"09/26/2022","164.17","165.47","168.97","163.58","30.60M","-1.88%"
"09/23/2022","167.31","169.00","169.19","165.00","40.34M","-2.38%"
"09/22/2022","171.39","175.00","175.58","170.74","33.47M","-2.25%"
"09/21/2022","175.34","179.37","181.10","175.33","29.36M","-1.53%"
"09/20/2022","178.06","178.77","178.94","176.71","22.25M","-1.36%"
"09/19/2022","180.52","177.01","180.75","176.96","25.41M","0.85%"
"09/16/2022","178.99","179.09","179.68","176.91","41.16M","-1.45%"
"09/15/2022","181.63","181.92","184.69","180.86","25.38M","-0.73%"
"09/14/2022","182.96","182.57","183.32","180.57","25.28M","0.39%"
"09/13/2022","182.25","184.86","185.91","181.54","34.14M","-3.91%"
"09/12/2022","189.67","188.60","189.86","187.97","23.13M","1.21%"
"09/09/2022","187.40","185.34","187.63","185.10","23.21M","2.01%"
"09/08/2022","183.71","180.69","183.79","179.62","25.27M","0.83%"
"09/07/2022","182.19","177.97","182.46","177.93","24.78M","2.18%"
"09/06/2022","178.31","180.71","181.08","177.50","23.84M","-0.99%"
"09/02/2022","180.09","183.60","183.95","179.14","27.47M","-0.78%"
"09/01/2022","181.50","181.78","181.89","178.90","30.71M","-1.09%"
"08/31/2022","183.50","184.94","185.74","183.19","22.41M","-0.61%"
"08/30/2022","184.62","187.82","188.01","183.54","22.55M","-1.40%"
"08/29/2022","187.24","186.95","188.99","186.52","19.75M","-0.92%"
"08/26/2022","188.98","195.34","195.44","188.66","24.18M","-3.29%"
"08/25/2022","195.40","193.38","195.45","192.98","14.79M","1.55%"
"08/24/2022","192.41","190.79","193.30","190.16","16.04M","0.76%"
"08/23/2022","190.95","190.94","192.93","190.39","20.07M","0.16%"
"08/22/2022","190.64","191.99","192.35","190.01","22.94M","-2.06%"
"08/19/2022","194.65","196.83","197.11","194.07","27.42M","-2.15%"
"08/18/2022","198.92","197.88","199.25","196.90","18.37M","0.66%"
"08/17/2022","197.61","198.72","199.33","196.38","22.43M","-1.68%"
"08/16/2022","200.99","200.50","201.99","199.02","18.83M","-0.04%"
"08/15/2022","201.07","198.79","201.15","198.22","17.41M","0.35%"
"08/12/2022","200.36","197.35","200.43","196.58","21.73M","2.04%"
"08/11/2022","196.35","197.42","199.53","196.04","23.73M","0.37%"
"08/10/2022","195.62","193.63","195.95","193.11","20.80M","2.86%"
"08/09/2022","190.19","192.04","192.17","189.16","18.25M","-1.36%"
"08/08/2022","192.82","192.15","194.63","191.89","22.23M","1.06%"
"08/05/2022","190.80","187.47","191.02","187.17","18.54M","0.77%"
"08/04/2022","189.35","189.84","190.04","188.44","14.84M","-0.21%"
"08/03/2022","189.75","188.30","190.15","187.64","19.16M","1.47%"
"08/02/2022","187.00","186.47","189.02","185.48","17.49M","-0.10%"
"08/01/2022","187.18","185.79","188.32","184.22","23.91M","-0.04%"
"07/29/2022","187.25","186.04","187.73","185.04","21.76M","0.71%"
"07/28/2022","185.93","184.32","186.14","181.76","22.84M","1.37%"
"07/27/2022","183.41","180.48","184.25","180.00","21.67M","2.28%"
"07/26/2022","179.33","179.78","180.21","178.54","19.39M","-0.62%"
"07/25/2022","180.44","180.05","180.92","178.43","19.27M","0.52%"
"07/22/2022","179.51","182.88","183.25","178.05","25.12M","-1.60%"
"07/21/2022","182.42","180.45","182.50","178.85","21.71M","0.51%"
"07/20/2022","181.49","178.65","181.81","178.40","26.05M","1.57%"
"07/19/2022","178.69","174.75","178.89","174.66","24.23M","3.53%"
"07/18/2022","172.60","175.13","176.29","172.06","23.03M","-0.28%"
"07/15/2022","173.09","171.54","173.35","169.31","34.94M","2.08%"
"07/14/2022","169.56","168.68","170.00","167.02","25.10M","-1.03%"
"07/13/2022","171.32","169.15","172.27","168.79","25.54M","-0.09%"
"07/12/2022","171.47","171.54","173.36","170.56","23.86M","-0.34%"
"07/11/2022","172.06","174.26","174.97","171.60","22.03M","-2.01%"
"07/08/2022","175.59","175.07","176.99","173.65","20.55M","-0.01%"
"07/07/2022","175.61","172.86","175.98","172.85","24.82M","2.37%"
"07/06/2022","171.55","172.45","173.71","169.75","25.70M","-0.74%"
"07/05/2022","172.83","168.68","172.90","166.73","25.15M","0.83%"
"07/01/2022","171.41","169.05","171.84","167.66","24.60M","1.21%"
"06/30/2022","169.36","168.20","171.31","166.76","31.47M","-0.78%"
"06/29/2022","170.69","172.55","172.70","168.97","21.29M","-1.01%"
"06/28/2022","172.44","176.93","178.15","172.35","25.96M","-1.88%"
"06/27/2022","175.74","175.67","176.99","174.18","24.75M","0.37%"
"06/24/2022","175.09","171.22","175.10","170.90","37.14M","3.10%"
"06/23/2022","169.83","168.19","170.23","166.55","27.09M","1.20%"
"06/22/2022","167.82","165.96","169.26","165.37","29.30M","-0.19%"
"06/21/2022","168.14","167.98","170.08","166.81","34.67M","1.79%"
"06/17/2022","165.18","164.48","167.52","163.70","40.33M","0.78%"
"06/16/2022","163.90","167.84","168.42","162.78","43.81M","-4.63%"
"06/15/2022","171.86","171.21","174.06","168.66","32.15M","1.46%"
"06/14/2022","169.38","170.67","171.24","167.74","30.28M","-0.48%"
"06/13/2022","170.20","173.63","174.96","169.29","39.71M","-4.70%"
"06/10/2022","178.59","180.51","181.55","177.65","37.15M","-2.71%"
"06/09/2022","183.57","186.55","187.07","183.53","21.70M","-2.33%"
"06/08/2022","187.95","189.96","190.70","187.06","21.52M","-1.55%"
"06/07/2022","190.90","186.41","190.94","185.90","21.66M","1.61%"
"06/06/2022","187.87","189.29","189.30","186.83","24.68M","0.43%"
"06/03/2022","187.06","187.29","187.96","185.79","18.97M","-0.90%"
"06/02/2022","188.76","184.59","188.76","184.17","24.88M","2.44%"
"06/01/2022","184.26","186.27","186.94","181.77","28.35M","-0.57%"
"05/31/2022","185.31","186.91","187.68","184.09","29.79M","-1.24%"
"05/27/2022","187.64","183.76","187.65","183.40","24.95M","2.69%"
"05/26/2022","182.72","179.85","183.79","179.70","25.70M","2.23%"
"05/25/2022","178.73","174.88","179.78","174.81","27.95M","1.80%"
"05/24/2022","175.57","176.57","176.93","172.33","26.86M","-1.48%"
"05/23/2022","178.21","177.88","178.96","175.50","24.64M","1.21%"
"05/20/2022","176.08","178.50","178.97","171.79","42.24M","-0.25%"
"05/19/2022","176.53","174.89","178.81","174.89","33.63M","0.16%"
"05/18/2022","176.24","180.47","181.41","175.10","36.09M","-3.50%"
"05/17/2022","182.64","180.41","182.84","178.99","29.63M","3.06%"
"05/16/2022","177.22","177.50","179.44","176.13","27.69M","-0.48%"
"05/13/2022","178.07","175.04","179.41","175.01","35.83M","3.17%"
"05/12/2022","172.60","169.83","174.34","168.90","51.15M","1.17%"
"05/11/2022","170.60","175.13","178.19","170.30","63.48M","-2.49%"
"05/10/2022","174.95","177.57","178.90","171.20","53.13M","0.03%"
"05/09/2022","174.90","179.86","182.65","174.10","53.68M","-4.21%"
"05/06/2022","182.58","184.96","185.42","180.55","45.46M","-1.66%"
"05/05/2022","185.67","191.53","191.56","183.38","41.47M","-4.06%"
"05/04/2022","193.52","189.05","193.93","185.69","37.97M","2.67%"
"05/03/2022","188.49","186.92","189.51","185.68","29.46M","0.86%"
"05/02/2022","186.89","184.90","187.82","182.38","37.68M","1.05%"
"04/29/2022","184.95","189.58","191.72","184.54","41.19M","-2.89%"
"04/28/2022","190.45","189.17","191.40","184.71","36.66M","1.87%"
"04/27/2022","186.96","187.67","189.78","186.26","37.48M","-0.42%"
"04/26/2022","187.74","192.33","192.71","187.52","39.32M","-3.15%"
"04/25/2022","193.85","191.00","194.07","189.22","34.15M","0.61%"
"04/22/2022","192.68","196.82","197.32","192.34","35.69M","-2.59%"
"04/21/2022","197.80","204.23","204.80","197.02","30.62M","-2.24%"
"04/20/2022","202.33","203.05","203.87","201.86","19.84M","0.38%"
"04/19/2022","201.56","197.86","202.24","197.69","22.27M","1.99%"
"04/18/2022","197.62","198.46","199.18","196.53","21.57M","-0.67%"
"04/14/2022","198.96","201.11","202.37","198.87","27.11M","-0.97%"
"04/13/2022","200.91","197.68","201.45","197.61","21.38M","1.90%"
"04/12/2022","197.16","198.70","201.68","196.42","31.23M","0.32%"
"04/11/2022","196.54","197.12","199.25","195.88","32.86M","-0.67%"
"04/08/2022","197.87","199.22","200.31","197.50","25.25M","-0.80%"
"04/07/2022","199.46","200.11","201.23","196.68","28.90M","-0.32%"
"04/06/2022","200.11","201.27","201.80","198.68","34.90M","-1.42%"
"04/05/2022","202.99","207.96","209.43","202.51","25.79M","-2.37%"
"04/04/2022","207.91","207.87","208.43","205.88","19.32M","0.16%"
"04/01/2022","207.57","206.18","207.72","205.01","25.95M","1.12%"
"03/31/2022","205.27","207.13","208.91","205.15","24.69M","-1.06%"
"03/30/2022","207.46","211.37","211.74","206.61","25.69M","-2.01%"
"03/29/2022","211.71","208.00","212.25","207.88","28.78M","2.68%"
"03/28/2022","206.19","205.60","206.21","203.03","18.54M","0.03%"
"03/25/2022","206.12","206.09","206.62","204.44","19.43M","0.14%"
"03/24/2022","205.84","204.38","205.90","202.73","18.93M","0.95%"
"03/23/2022","203.90","206.15","207.20","203.75","19.46M","-1.73%"
"03/22/2022","207.50","206.31","208.79","205.80","24.27M","1.00%"
"03/21/2022","205.44","207.20","208.18","203.93","26.75M","-0.88%"
"03/18/2022","207.27","204.21","207.45","204.00","37.09M","1.05%"
"03/17/2022","205.11","200.77","205.21","200.30","23.77M","1.57%"
"03/16/2022","201.94","197.54","201.94","196.15","30.79M","3.15%"
"03/15/2022","195.78","193.46","195.79","192.88","24.08M","1.59%"
"03/14/2022","192.71","197.24","197.44","191.88","34.97M","-2.04%"
"03/11/2022","196.73","200.78","201.76","196.44","24.99M","-1.60%"
"03/10/2022","199.92","197.41","200.04","196.56","24.23M","-0.18%"
"03/09/2022","200.28","198.22","201.00","197.62","27.10M","2.82%"
"03/08/2022","194.79","194.34","199.57","193.46","43.44M","0.55%"
"03/07/2022","193.72","199.22","199.59","193.68","38.82M","-2.49%"
"03/04/2022","198.66","199.70","200.86","196.98","31.66M","-1.57%"
"03/03/2022","201.82","205.09","205.11","200.29","28.62M","-1.18%"
"03/02/2022","204.24","200.84","205.30","200.69","29.38M","2.38%"
"03/01/2022","199.49","202.66","203.79","197.80","39.98M","-1.88%"
"02/28/2022","203.32","200.47","204.60","200.46","34.27M","0.40%"
"02/25/2022","202.50","198.69","202.62","197.00","33.66M","2.25%"
"02/24/2022","198.04","188.32","198.48","187.92","51.38M","2.62%"
"02/23/2022","192.98","198.24","198.90","192.55","30.81M","-1.87%"
"02/22/2022","196.66","198.48","200.45","195.35","31.36M","-1.41%"
"02/18/2022","199.47","201.03","202.72","198.76","36.26M","-0.86%"
"02/17/2022","201.20","204.55","205.03","200.78","26.73M","-2.56%"
"02/16/2022","206.49","205.30","207.27","204.08","29.40M","0.21%"
"02/15/2022","206.06","202.78","206.30","202.63","25.22M","2.68%"
